product_id,price,name
301,99.95,Johnny_and_Friends_–_The_Tonight_Show_Starring_Johnny_Carson_DVD_Collection
302,9.99,Jupiter_Jack
303,29.95,Just_Air_Laptop_Case
304,19.99,Justice_Coin
305,9.99,Kangaroo_Keeper_Brite
306,19.95,Kangaroo_Keeper
307,19.95,Lasting_Memory_Paw
308,29.95,Lauren_Hutton_Face_Disc
309,14.99,Law_of_Success
310,2.99,Lazer_Bond_USA
311,14.95,Leak_Ender_2000
312,19.99,Learn_Our_History_DVDs
313,149.95,Legendary_Voices_CD_Collection_from_Time_Life
314,14.95,Les_Mills_Pump
315,49.95,Lessons_Of_A_Lifetime
316,24.95,LifeStrength
317,39.95,Light_Relief
318,14.99,LightStim
319,10.99,Lint_Lizard
320,29.95,LipiGesic_M
321,374.95,Living_Pure
322,39.99,Lizard_Cam_Micro-Camera
323,399.89,Lock_&_Rollin_Attic_Flooring_Starter_Pack
324,17.52,Lock_Wallet
325,29.95,Looney_Tunes_Phonics
326,69.99,Lucidal
327,19.99,Luma_Candles
328,173.38,Luminess_Air
329,29.95,Luminess_Tan
330,19.99,Magic_Mesh
331,19.99,Magic_Tap
332,39.99,MagicJack
333,14.99,Magna_Nails
334,29.95,Mari_Winsor_Pilates
335,89.95,Maxiglide
336,39.95,Meaningful_Beauty
337,39.95,MET_Rx_180
338,5.99,Micro_Smores
339,29.99,MicroBoom_Speaker
340,19.99,MicroForce_Shaver
341,9.99,Mighty_Fix_It
342,19.99,Mighty_MendIt
343,19.99,Mighty_Putty
344,19.99,Minden_Anytime_Grill
345,59.99,Miracle_Blade_World_Class
346,19.99,Mister_Steamy
347,39.99,Morgan_Silver_Dollars
348,29.95,Murad_Acne_Complex
349,39.95,Murad_Resurgence
350,19.99,Music_Bullet
351,19.95,My_Best_Fish_Friend
352,10.99,My_Lil_Pie_Maker
353,9.99,My_Scent_Atomizer
354,39.95,My_Snoring_Solution
355,19.99,MyZone_Headphones
356,9.99,Nail_Perfect
357,4.91,Naked_Nails_Manicure_System
358,9.99,National_Park_$2_Bill
359,6.98,Natural_Solutions_to_Things_That_Bug_You!
360,9.99,Natures_Greetings
361,11.99,Nazis:_A_Warning_from_History_DVD_Set
362,52.48,Neater_Feeder_Express_Pet_Feeding_Station
363,19.99,Neater_Scooper_Scoop-to-Bag_Cat_Litter_System
364,19.99,Neckline_Slimmer
365,19.99,Nerve_Pain_Away_Natural_Nerve_Pain_Reliever
366,29.95,New_Body_Shaper
367,9.99,Night_View_NV_Night_Driving_Glasses
368,6.99,NightSkin
369,39.95,Ninja_1100
370,149.99,Ninja_Cooking_System
371,99.99,Ninja_Kitchen_System_1200
372,89.95,No_No_Hair
373,179.99,NoNo_Skin
374,19.95,Notebook_Buffer
375,14.95,NuBrilliance
376,99.99,Nutra_Sonic
377,19.99,NutraFuels_Sleep
378,89.94,NuWave_Oven_Pro
379,39.99,NuWave_Oven
380,29.95,Nuwave_Perfect_Green
381,33.33,NuWave_PIC
382,73.03,NuWave_Precision_Induction_Cooktop_PIC2
383,29.95,NV_Diet
384,14.99,Obsidian_Fitness
385,9.99,One_Second_Needle
386,19.95,One_Touch_Can_Opener
387,14.95,One_Touch_Cordless_Knife
388,59.95,One_Touch_Steam_Tornado
389,59.95,OPC_Factor
390,19.98,Optic_1050
391,19.99,OrGreenic
392,99.95,P3_Back_Stretcher
393,74.85,P90_Workout_for_Everyone
394,407.85,P90X
395,139.89,P90X2_Extreme_Workout_–_A_New_Level
396,139.89,P90X3_30_Minute_Beachbody_Workout_by_Tony_Horton
397,19.99,PackIt_Lunch_Box
398,33.33,Paint_Zoom_Power_Sprayer
399,39.99,Pajama_Jeans
400,44.99,Pancake_Puffs
401,74.98,Party_Rock_10_CD_Box_Set
402,9.99,Pasta_Boat
403,19.95,Patch_Perfect
404,19.99,Pawggles
405,49.99,PC_Matic_–_Name_That_Antivirus
406,299.99,PC_Matic_the_Anti-Virus_Secret
407,69.99,Pearl_Hair_Remover
408,19.99,PedEgg_PowerBall
409,12.29,PedEgg
410,7.74,Pedi_Pistol
411,19.95,PediPaws
412,14.99,PediSpin
413,19.95,Perfect_Brownie_Pan
414,9.99,Perfect_Fit_Button
415,19.95,Perfect_Meatloaf
416,48.55,Perfect_Pancake_Pan
417,19.95,Perfect_Pancake
418,16.99,Perfect_Polly_Singing_Parakeet_Toy
419,9.99,Perfect_Tortilla_Bowl
420,29.95,Perks_Bra
421,19.95,Pest_Free_Property
422,9.77,Pet_Bath_Towel
423,14.95,Pet_Pain-Away_All_Natural_Pain_Relief_for_Dogs_and_Cats
424,14.99,Pet_Rider
425,19.99,Pet_Zoom_Loungee
426,41.78,Pet_Zoom_Pet_Park_Indoor_Dog_Restroom
427,29.95,Pet_Zoom_Pet_Park
428,13.94,Pet_Zoom_Sonic_Pet_Trainer
429,8.88,PetZoom_Nail_Groom_for_Pets
430,8.49,Phantom_Saucer
431,34.95,Phrobi
432,19.95,Pillow_Pets
433,19.95,PivoTrim
434,72.82,PiYo_Workout
435,14.94,Plaque_Attack_Pet_Dental_Spray
436,19.95,Plaque_Attack
437,9.99,Plaque_Blast
438,9.95,Play_Guitar_Instantly
439,14.99,Pocket_Chair
440,56.88,Pocket_Fisherman
441,59.99,Pocket_Hose_Top_Brass
442,28.99,Pocket_Hose_Ultra
443,12.99,Pocket_Hose
444,6.97,Point_N_Paint
445,22.13,Pop_Chef_Snack_Food_Shape_Cutter
446,149.95,Pop_Goes_the_70s_CD_Collection
447,29.99,Pop_Memories_of_the_60s
448,71.48,Pop_Memories_of_the_Sixties
449,18.99,Pops-a-Dent_Professional_Auto_Dent_and_Ding_Repair_Kit
450,39.95,PostureNOW_Posture_Corrective_Brace
451,13.79,Potato_Express_Microwave_Bag
452,39.99,Potty_Patch
453,99.99,Power_Juicer_Express
454,153.97,Power_Rangers_DVD_Set
455,69.95,Practice_Like_A_Pro
456,34.99,Prayer_Cross_Necklace
457,19.49,Prayer_Cross
458,19.99,Press_Dough
459,19.95,Principal_Secret_Reclaim
460,19.95,Pro_Caulk
461,19.95,Proactiv_Solution
462,35.97,Procera_AVH_Memory_Supplement
463,79.35,Profollica_Hair_Recovery_System
464,54.93,Prosvent
465,19.99,PupLight
466,199.99,PurePro
467,9.99,Push_Up_Pro
468,74.88,Push_Up_Pump
469,19.99,Quick_Chop
470,19.95,QuickLawn
471,6.23,Rabbit_TV_–_As_Seen_on_TV
472,9.99,Rabbit_TV
473,22.96,RapidLash_Eyelash_Renewal_System
474,19.99,Raspberry_Ketones_as_seen_on_Dr._Oz
475,9.96,RC_Pocket_Racers
476,39.99,Red_Copper_5_Minute_Chef_with_Cathy_Mitchell
477,19.99,Red_Copper_Better_Pasta_Pot
478,19.99,Red_Copper_Brownie_Bonanza
479,19.99,Red_Copper_Flipwich_Sandwich_Maker
480,19.99,Red_Copper_Mug
481,19.99,Red_Copper_Pan
482,44.24,Red_Copper_Square_Pan
483,5.97,Rejuvenate_Floor_Restorer
484,19.95,RelaxoBak_–_Relief_from_Back_Pain
485,39.95,RevAbs
486,49.18,Rhythm_Rocker_by_Kymaro
487,13.99,Richard_Simmons_Project_Hope
488,29.95,Riddex_Pulse
489,29.99,Right_To_Bare_Legs
490,19.99,RightSize_Smoothie_Mix_for_Weight_Loss
491,12.49,Ring_X_Toilet_Bowl_Cleaner
492,139.99,Rip_60_Workout
493,249.99,rip:60_Workout_System
494,39.98,Robin_Williams:_Comic_Genius_22_DVD_Deluxe_Box_Set
495,19.99,Robo_Twist_Jar_Opener
496,8.99,RoboStir
497,19.99,Rock_and_Roll_Hall_of_Fame_Live_9_DVD_Set
498,134.95,Rock_and_Romance_CD_Collection_from_Time_Life
499,8.35,Rocket_Copters
500,46.99,Rocket_Fishing_Rod
501,99.99,Rockin_Abs
502,19.95,Rockin_Body
503,21.99,Rodent_Sheriff_Natural_Pest_Repellent
504,9.99,Rodent_Sheriff
505,29.95,Rollie_Eggmaster
506,80.97,Romancing_the_60s_10_CD_Box_Set
507,99.99,Romantically_Yours_10_CD_Box_Set
508,39.99,Ronco_Dehydrator_and_Beef_Jerky_Maker
509,105.99,Ronco_Electric_Pasta_Maker
510,19.99,Ronco_Rotisserie
511,197.75,Ronco_Showtime_Compact_Rotisserie_and_BBQ_Oven
512,397.99,Ronco_Showtime_Rotisserie_and_BBQ_Oven
513,39.99,Ronco_Six_Star_Knives
514,49.95,Rotorazer_Saw
515,19.99,RotoShave
516,249.95,Rowan_and_Martin‘s_Laugh-In:_The_Complete_Series_on_DVD_from_Time_Life
517,8.99,ROX_Ice_Ball_Maker
518,19.99,Royal_Heirloom_Ring
519,9.99,Royal_Posture_Back_Supporter
520,39.95,Ruby_Reds
521,11.95,RX_Locker
522,9.95,Salad_Chef
523,14.99,Samurai_Pro
524,14.95,Save_a_Blade
525,19.95,Schticky
526,39.95,Seasonaire
527,19.99,Secret_Glo
528,39.95,Secret_Solutions_Body_Shaper
529,49.95,Secrets_of_the_Short_Game
530,36.85,Secura_Turbo_Oven
531,4.95,Sensa_Advanced
532,29.95,Shake_Weight_For_Men
533,19.95,Shake_Weight
534,19.95,ShamWow
535,19.99,Shapely_Secrets
536,49.95,Shark_Navigator_Lift_Away
537,199.89,Shark_Rotator
538,149.99,Shark_Vac_Then_Steam
539,59.54,Shark_VX3
540,9.99,ShaveMate
541,9.99,Shed_Ender
542,29.95,Sheer_Cover
543,24.99,Shirley_Temple_DVD_Collection
544,9.99,Shoes_Under
545,14.95,Shower_Wow
546,19.99,Side_Sleeper_Pro
547,9.99,Side_Socket
548,4.95,Silly_Bandz
549,19.95,skiniD
550,19.95,Slap_Chop
551,70.48,Slendertone_Flex_Pro
552,19.99,Slice_O_Matic
553,9.99,Slim_Away
554,9.99,Slim_Clip
555,19.95,Slim_In_6
556,19.99,Slushy_Magic
557,19.99,Smart_Mop
558,14.99,Smart_Night_Light
559,15.99,Smart_Spin
560,89.95,Smoke_Assist
561,49.95,Smoke_Away
562,9.99,Snap-On_Feathers
563,29.95,SnoreEzzz
564,4.99,Snow_In_Seconds
565,14.95,Snuggie_For_Dogs
566,19.95,Snuggie_For_Kids
567,19.95,Snuggie_New_Colors
568,19.95,Snuggie
569,25.52,Soap_Magic
570,19.99,Sobakawa_Pillow
571,29.95,Solar_Animal_Repeller
572,9.99,Sonic_Pet_Trainer
573,19.95,Space_Bag_Ottoman
574,19.95,Space_Bag_Tote
575,19.99,Space_Bag_Underbed_Closet
576,19.95,Space_Bags_To_Go
577,19.95,Space_Bags
578,99.95,Spinal_Stretch
579,79.99,Sport_Elec
580,49.95,Stem_Cell_Therapy
581,39.99,Step360
582,9.99,Sticky_Buddy
583,9.99,Stone_Wave
584,19.99,Strap_Perfect
585,9.99,Stream_Clean
586,19.99,Strike_N_Set
587,9.99,StufZ
588,9.99,Style_Snaps
589,6.99,Super_Beta_Prostate
590,79.99,Super_Juicer
591,39.95,Super_Wave_Oven
592,47.95,Supple
593,19.99,Supreme_90_Day
594,9.99,Sure_Clip
595,9.99,Sweet_Dream_Blackberries
596,39.99,Swivel_Sweeper_G2_Elite
597,19.99,Swivel_Sweeper_G2
598,29.95,T-Core_For_Men
599,29.95,T-Core_For_Women
600,29.95,Table_Mate
601,29.95,Table-Mate_Portable_Sliding_Table
602,19.99,Tac_Camera_Body_Cam
603,19.99,Tac_Hearing_Amplifier
604,19.99,Tac_Zoom_Telephoto_Lens_for_Any_Phone
605,19.99,Tag_Away_Skin_Tag_Remover
606,49.99,Tai_Cheng
607,8.45,Tasty_Top_Cake_Pops
608,15.99,Teddy_Tanks_Stuffed_Animal_and_Fish_Tank
609,368.99,Teeter_Hang_Ups_Inversion_Table
610,14.95,Teeter_Hang_Ups
611,249.99,Temptu_Air_Airbrush_Makeup_Kit
612,19.99,The_Best_of_the_Andy_Williams_Show_DVD_Collection_from_Time_Life
613,19.99,The_Best_of_the_Three_Stooges_DVD_Collection_from_Time_Life
614,99.99,The_Bible_Experience_CD_Set
615,99.99,The_Firm_Express
616,59.99,The_FIRM_Express
617,199.99,The_Flex_Mini
618,24.91,The_Folk_Years_8_CD_Box_Set
619,19.99,The_Jackie_Gleason_Show_in_Color_DVD_Collection_from_Time_Life
620,29.95,The_Kruncher
621,49.99,The_Masters_Hammer_and_Chisel_Workout
622,54.59,The_Perfect_Dog
623,149.95,The_Power_of_Love_9_CD_Box_Set
624,99.95,The_Red_Skelton_Hour_in_Color_DVD_Collection_from_Time_Life
625,49.97,The_Swedish_Diet
626,99.95,The_Teen_Years_10_CD_Box_Set
627,69.95,The_Total_Transformation_Program
628,6.64,The_Waving_Flag_–_U.S._Flag_with_Electronic_Waving_Action
629,249.91,The_Wonder_Years_Complete_Series_on_DVD
630,39.99,The_World_At_War
631,29.99,Thermapulse®_Relief_Wrap
632,14.95,Thigh_Glider
633,12.45,ThingCHARGER_Cordless_Wall_Charger
634,209.95,ThunderBell_Total_Body_Training_System
635,24.95,ThunderBell
636,44.95,Thundershirt_Dog_Anxiety_Solution
637,19.95,Tiger_Wrench
638,26.99,Time_Life_Presents_The_60s_CD_Collection
639,29.95,Timeless_Secret
640,19.77,Titan_Peeler
641,99.99,Tobi_Platinum
642,9.99,Tomato_Factory
643,29.95,Top_Trainers
644,99.99,TopStyler_By_InStyler
645,19.99,Topsy_Turvy_Tomato_Tree_with_Steel_Grow_Stand
646,19.95,Topsy_Turvy_Tree
647,249.49,Total_Flex
648,0.99,Total_Gym
649,19.99,Total_Pillow
650,9.99,Total_View_Mirror
651,19.99,TouCan_Can_Opener
652,19.99,Touch_And_Brush
653,14.95,Tower_200
654,35.95,Tree_Dazzler_–_Christmas_Tree_Light_Show
655,15.99,Trendy_Top_Wrap
656,9.99,Trendy_Top
657,39.95,Triple_Action_Joint_Formula
658,19.95,Trumpy_Bear
659,14.99,Trusty_Cane
660,15.99,Tummy_Stuffers
661,39.95,Turbo_Fire
662,17.75,Turbo_Jam_Workout_With_Chalene_Johnson
663,19.95,Turbo_Jam
664,9.99,Turbo_Snake
665,119.85,TurboFire_Intense_Cardio_Workout
666,19.95,Tushee
667,14.99,TV_Free-Way_Digital_Antenna
668,14.99,Tweeze
669,19.99,Twin_Draft_Guard
670,9.99,UGlu_Adhesive
671,59.95,UltraFlex
672,14.95,UV_Ultra_Vac
673,33.33,VibraRazer_Renovating_Tool
674,19.95,Vidalia_Chop_Wizard
675,19.95,WalkFit_Platinum
676,19.99,Wandarama
677,19.95,Water_Jet
678,99.99,Weider_PowerBell
679,99.99,Weider_X-Factor
680,29.99,Who_Knew?_Books
681,9.99,Windshield_Wonder
682,19.99,Wipe_New
683,59.95,Women_Extenze
684,19.99,Wonder_File
685,19.95,WOW_Storage_Containers
686,19.99,Wuggle_Pets
687,34.24,Xhose_Expanding_Garden_Hose
688,25.11,XHose_Pro_Extreme_Expandable_Hose
689,19.95,XHose
690,70.99,Xpress_Redi-Set-Go_Cooker
691,19.99,Yoshi_Grill_and_Bake
692,19.99,YoshiBlue
693,14.95,Your_Baby_Can_Read
694,59.95,Zencore_Plus
695,19.99,Zip_Trim_Cordless_Trimmer
696,25.08,Zipit_Bedding_as_seen_on_Shark_Tank
697,79.99,Zomm
698,157.57,Zoobooks_Magazine_for_Kids
699,9.95,ZQuiet
